Name,Province,ClimateID,WMOID,TCID,Lat,Lng,Elev,hlyStartYear,hlyEndYear,dlyStartYear,dlyEndYear,mlyStartYear,mlyEndYear
LYTTON STEIN MOUNTAIN,BC,1114743,,,50.4,-121.68,385,,,1988,1995,1988,1995
LYTTON 2,BC,1114745,,,50.26,-121.61,174,,,1917,2015,1917,2007
LYTTON RCS,BC,1114746,71765,VLY,50.22,-121.58,225,2006,2019,2006,2019,2006,2006
MCGILLIVARY FALLS,BC,1114992,,,50.62,-122.43,419,,,1988,1988,1988,1988
MOHA,BC,1115196,,,50.88,-122.27,548.6,,,1924,1947,1924,1947
PAVILION,BC,1116060,,,50.87,-121.83,1066.8,,,1953,1955,1953,1955
PAVILION BLUE RIDGE,BC,1116062,,,50.88,-121.88,602,,,1987,1995,1987,1995
PEMBERTON HATCHERY,BC,1116084,,,50.33,-122.55,256,,,1908,1936,1908,1936
PORCUPINE CREEK,BC,1116204,,,51.03,-121.8,1190,,,1974,1995,1974,1995
SHALALTH,BC,1117215,,,50.73,-122.24,243.8,,,1963,2004,1963,2004
SKAGIT RIVER,BC,1117410,,,49.08,-121.17,515.1,,,1936,1955,1936,1955
TREASURE MOUNTAIN,BC,1118235,,,49.42,-121.05,1430,,,1989,1990,1990,1990
YALE,BC,1119002,,,49.57,-121.43,76,,,1984,1994,1984,1994
EDGE HILLS BUTCHER CREEK,BC,111KFLR,,,51.07,-121.94,580,,,1988,2002,1988,2002
ADRA,BC,1120090,,,49.73,-119.58,1002.5,,,1928,1953,1928,1953
APEX MTN LODGE,BC,1120447,,,49.4,-119.92,1889.8,,,1965,1971,1965,1971
ARMSTRONG GRANDVIEW,BC,1120475,,,50.4,-119.28,502.9,,,1959,1960,1959,1960
ARMSTRONG OTTER LAKE,BC,1120486,,,50.4,-119.25,342.4,,,1991,1992,1991,1992
BANKEIR,BC,1120630,,,49.72,-120.23,1097.3,,,1954,1959,1954,1959
BANKIER CHAIN LAKE,BC,1120633,,,49.7,-120.28,1020,,,1974,1991,1974,1991
BLAKEBURN,BC,1120882,,,49.48,-120.73,1485,,,1973,1973,1973,1973
ARAWANA,BC,1120M47,,,49.58,-119.57,518.2,,,1970,1976,1970,1976
BROOKMERE,BC,1121090,,,49.82,-120.87,972,,,1986,1994,1986,1994
CAWSTON SIMILKAMEEN,BC,1121459,,,49.18,-119.77,398,,,1979,1992,1979,1992
CHUTE LAKE,BC,1121620,,,49.68,-119.53,1193.6,,,1928,1962,1928,1962
DOUGLAS LAKE,BC,1122541,,,50.16,-120.2,808,,,1979,2007,1979,2007
GLENEMMA,BC,1123195,,,50.37,-119.32,,,,1914,1925,1914,1925
GRANITE CREEK,BC,1123280,,,49.47,-120.73,1036.9,,,1984,1985,1984,1985
HEDLEY,BC,1123360,,,49.36,-120.08,517,,,1904,2005,1904,2005
HEDLEY N,BC,1123370,,,49.36,-120.07,542,,,2007,2017,,
HEDLEY NP MINE,BC,1123390,,,49.37,-120.02,1651,,,1904,2015,1904,2007
HIGHLAND VALLEY BCCL,BC,1123468,,,50.5,-121,1470.1,,,1966,1989,1966,1989
HIGHLAND VALLEY LORNEX,BC,1123469,,,50.47,-121.02,1268,,,1967,2011,1967,2007
JELLICOE,BC,1123721,,,49.67,-120.33,929,,,1995,2019,1995,2007
JOE RICH CREEK,BC,1123750,,,49.86,-119.13,874.8,,,1928,2008,1928,2007
KELOWNA,BC,1123930,,,49.9,-119.47,353.6,,,1899,1962,1899,1962
KELOWNA,BC,1123939,71203,YLW,49.96,-119.38,433.1,2009,2019,2009,2019,,
KELOWNA AWOS,BC,1123965,,VLW,49.96,-119.38,429.5,2004,2009,2005,2010,2005,2007
KELOWNA A,BC,1123970,71203,YLW,49.96,-119.38,429.5,1959,2005,1968,2005,1968,2005
KELOWNA BANKHEAD,BC,1123972,,,49.9,-119.3,,,,1914,1931,1914,1931
KELOWNA BOWES STREET,BC,1123975,,,49.88,-119.47,350.5,,,1961,1969,1961,1969
KELOWNA BYLANDS,BC,1123977,,,49.87,-119.58,480,,,1994,1995,1994,1995
KELOWNA CDA,BC,1123980,,,49.87,-119.42,484.6,,,1950,1970,1950,1970
KELOWNA CEDARCREEK,BC,1123981,,,49.79,-119.54,375,,,1994,2008,1994,2007
KELOWNA DAV-SPIERS ROAD,BC,1123982,,,49.85,-119.45,375,,,1978,2004,1978,2004
KELOWNA EAST,BC,1123984,,,49.86,-119.4,491,,,1980,2000,1980,2000
KELOWNA LAKEVIEW,BC,1123990,,,49.86,-119.55,525,,,1952,2000,1952,2000
KELOWNA PC BURNETTS NURSERY,BC,1123992,,,49.87,-119.48,349.9,,,1969,2003,1969,2003
KELOWNA QUAILS GATE,BC,1123993,,,49.84,-119.57,417,,,1995,2014,1995,2007
KELOWNA UBCO,BC,1123996,71644,VKU,49.94,-119.4,456,2012,2019,2013,2019,,
KELOWNA MWS0,BC,11239R0,,,49.95,-119.4,456,,,1994,2017,1994,2007
KEREMEOS,BC,1124110,,,49.2,-119.82,415,,,1891,1995,1891,1995
KEREMEOS 2,BC,1124112,,,49.21,-119.82,434.9,,,1924,2000,1924,2000
KEREMEOS WEST,BC,1124118,,,49.22,-119.83,416.1,,,1962,1966,1962,1966
KIRTON,BC,1124260,,,49.67,-119.95,883.9,,,1928,1962,1928,1962
LAC LE JEUNE WALLOPER LK,BC,1124460,,,50.48,-120.53,1305,,,1984,1988,1957,1988
LOGAN LAKE,BC,1124668,,,50.5,-120.82,1101,,,1971,2005,1971,2005
MAMIT LAKE,BC,1124860,,,50.38,-120.8,1005.8,,,1924,1965,1924,1965
MANNING PARK,BC,1124890,,,49.07,-120.78,1197.9,,,1952,1961,1952,1961
MCCULLOCH,BC,1124980,,,49.8,-119.2,1249.7,,,1923,1996,1923,1996
MEADOWGREEN,BC,1125060,,,50.47,-120.68,1207,,,1980,1986,1980,1986
MERRITT,BC,1125070,,,50.12,-120.8,585.2,,,1918,1966,1918,1966
MERRITT,BC,1125073,71557,VME,50.11,-120.78,591,2011,2019,2011,2019,,
MERRITT CRAIGMONT MINES,BC,1125075,,,50.2,-120.88,731.5,,,1962,1976,1962,1976
MERRITT STP,BC,1125079,,,50.11,-120.8,609,,,1968,2019,1968,2007
MT BALDY,BC,1125221,,,49.15,-119.23,1722.1,,,1981,1981,1981,1981
MT KOBAU OBSERVATORY,BC,1125223,,,49.12,-119.68,1862.3,,,1966,1980,1966,1980
NARAMATA,BC,1125380,,,49.62,-119.6,365.8,,,1924,1936,1924,1936
NARAMATA,BC,1125381,,,49.55,-119.57,411,,,1971,2004,1971,2004
NICKLEN LAKE,BC,1125570,,,50.13,-119,1317,,,1990,1997,1990,1997
NICOLA LAKE,BC,1125585,,,50.15,-120.65,646.2,,,1878,1918,1878,1918
NICOLA LAKE,BC,1125586,,,50.25,-120.45,633.1,,,1979,1985,1979,1985
NICOLA LAKE W END,BC,1125590,,,50.17,-120.63,642,,,1984,1992,1984,1992
OKANAGAN CENTRE,BC,1125700,,,50.06,-119.45,370,,,1925,2019,1925,2007
OKANAGAN FALLS,BC,1125701,,,49.35,-119.53,502.9,,,1965,1968,1965,1968
OKANAGAN MISSION,BC,1125703,,,49.8,-119.52,408.4,,,1970,1985,1970,1985
OKANAGAN MISSION TOZER,BC,1125707,,,49.82,-119.48,359,,,1984,1992,1984,1992
OK FALLS MCLEAN CRK,BC,1125712,,,49.35,-119.53,455.1,,,1982,1991,1982,1991
OLIVER,BC,1125760,,,49.17,-119.56,315.2,,,1938,2008,1955,2007
OLIVER EAST,BC,1125765,,,49.18,-119.53,335.3,,,1962,1967,1962,1967
OLIVER STP,BC,1125766,,,49.18,-119.54,297.2,,,1924,2019,1924,2007
OLIVER 3,BC,1125779,,,49.18,-119.55,280,,,1991,1995,1991,1995
OLIVER MONASHEE VINEYARD,BC,11257FN,,,49.12,-119.55,374.9,,,1978,1978,1978,1978
OSOYOOS,BC,1125850,,,49.03,-119.43,297,,,1954,1991,1954,1991
OSOYOOS CS,BC,1125852,71215,WYY,49.03,-119.44,282.9,1994,2019,1990,2019,1990,2006
OSOYOOS EAST,BC,1125855,,,49.02,-119.43,329.2,,,1962,1964,1962,1964
OSOYOOS WEST,BC,1125865,,,49.03,-119.44,297.2,,,1967,2009,1967,2007
OSPREY LAKE,BC,1125880,,,49.7,-120.18,1099.1,,,1928,1952,1928,1952
OYAMA,BC,1125907,,,50.11,-119.37,440,,,1965,1997,1965,1997
OKANAGAN FALLS 2S,BC,1125G0A,,,49.32,-119.55,335.3,,,1970,1982,1970,1982
PEACHLAND,BC,1126070,,,49.78,-119.72,345,,,1971,2019,1971,2007
PEACHLAND,BC,1126071,,,49.78,-119.71,351,,,1973,1981,1973,1981
PEACHLAND BRENDA MINES,BC,1126077,,,49.87,-120,1520,,,1968,1993,1968,1993
PEACHLAND GREATA RANCH,BC,1126078,,,49.7,-119.74,398,,,1994,2008,1994,2007
PEACHLAND MINOS ROCK,BC,1126079,,,49.77,-119.75,609.9,,,1982,1982,1982,1982
PEACHLAND TREPANIER CR,BC,1126080,,,49.78,-119.83,548.6,,,1924,1943,1924,1943
PENNASK LAKE LODGE,BC,1126135,,,50,-120.15,1420.4,,,1970,1972,1970,1972
PENTICTON,BC,1126145,,,49.48,-119.58,347.5,,,1907,1965,1907,1965
PENTICTON A,BC,1126146,71889,YYF,49.46,-119.6,344.4,2012,2019,2012,2019,,
PENTICTON A,BC,1126150,71889,YYF,49.46,-119.6,344.42,1953,2012,1941,2012,1941,2012
PENTICTON SEWAGE PLANT,BC,1126160,,,49.5,-119.6,344.1,,,1954,1969,1954,1969
PRINCETON,BC,1126505,,,49.43,-120.5,632.5,,,1893,1942,1893,1942
PRINCETON A,BC,1126510,,YDC,49.47,-120.51,701.65,1953,2013,1936,2019,1937,2007
PRINCETON A,BC,1126511,,YDC,49.47,-120.51,701.6,2013,2019,,,,
PRINCETON 8NE,BC,1126514,,,49.53,-120.43,975.4,,,1971,1984,1971,1984
PRINCETON A,BC,1126518,,YDC,49.47,-120.51,701.6,2014,2019,2018,2019,,
RUTLAND MISSION CREEK,BC,1126915,,,49.97,-119.45,914.4,,,1926,1947,1926,1947
SIMILKAMEEN COPPER MTN,BC,1127358,,,49.33,-120.52,1229,,,1980,1995,1980,1995
SIMILKAMEEN MINE,BC,1127360,,,49.35,-120.55,940,,,1974,1996,1974,1996
SUMMERLAND,BC,1127798,,,49.6,-119.67,335.3,,,1907,1923,1907,1923
SUMMERLAND CDA,BC,1127800,,,49.57,-119.65,454.2,,,1916,1995,1916,1995
SUMMERLAND CDA EL,BC,1127830,,,49.57,-119.63,345.9,,,1949,1964,1949,1964
VERNON,BC,1128550,,,50.25,-119.27,421.5,,,1893,1960,1893,1960
VERNON,BC,1128551,,,50.23,-119.28,556,1971,1995,1971,1994,1971,1994
VERNON BELLA VISTA,BC,1128553,,,50.26,-119.31,427,,,1984,2017,1985,2007
VERNON BX,BC,1128554,,,50.28,-119.22,518.2,,,1960,1966,1960,1966
VERNON COLDSTREAM RANCH,BC,1128580,,,50.22,-119.2,482.2,,,1900,1997,1900,1997
VERNON CS,BC,1128581,,,50.22,-119.19,482,1994,2008,1991,2008,1991,2006
VERNON AUTO,BC,1128582,71115,WJV,50.22,-119.19,482,2007,2019,2005,2019,,
VERNON NORTH,BC,1128583,,,50.34,-119.27,538,,,1990,2019,1990,2007
VERNON SILVER STAR LODGE,BC,1128584,,,50.36,-119.06,1585.6,,,1970,2019,1970,2007
VERNON SOUTHWEST,BC,1128585,,,50.23,-119.37,370,,,1966,1991,1966,1991
VERNON SWAN LAKE,BC,1128586,,,50.3,-119.27,490,,,1994,2007,1994,2007
WESTBANK,BC,1128758,,,49.83,-119.63,520.9,,,1981,1996,1982,1996
WESTBANK IRRIGATION,BC,1128759,,,49.83,-119.63,420.9,,,1983,1986,1983,1986
WINFIELD,BC,1128958,,,50.04,-119.42,506,,,1971,2016,1971,2007
WINFIELD WOOD LAKE,BC,1128959,,,50.05,-119.38,457.2,,,1969,1971,1969,1971
WOODS LAKE,BC,1128983,,,50.05,-119.45,405.4,,,1915,1939,1915,1939
KELOWNA N GLENMORE,BC,112C991,,,49.93,-119.43,451,,,1984,1986,1984,1986
OKANAGAN CENTRE CAMP RD,BC,112E700,,,50.05,-119.43,445,,,1984,1988,1984,1988
PRINCETON CS,BC,112FN0M,71032,WPR,49.47,-120.51,696.5,1994,2019,1992,2019,1993,2006
SUMMERLAND CS,BC,112G8L1,71768,WUS,49.56,-119.65,454.2,1994,2019,1990,2019,1990,2006
VERNON SOUTH,BC,112HEHD,,,50.25,-119.27,381,,,1974,1978,1974,1978
ELKHART LODGE HIGHWAY 97C,BC,112K653,,,49.93,-120.35,1615,,,1992,1995,1992,1995
OLIVER ROCKCLIFF,BC,112N765,,,49.17,-119.57,332,,,1989,1989,1989,1989
BEAVERDELL,BC,1130770,,,49.42,-119.11,780,,,1925,2000,1925,2000
BEAVERDELL NORTH,BC,1130771,,,49.48,-119.05,838.2,,,1975,2006,1975,2006
BIG WHITE,BC,1130874,,,49.73,-118.93,1841,,,1981,1999,1981,1999
BIG WHITE MTN LODGE,BC,1130875,,,49.73,-118.93,1844,,,1965,1968,1965,1968
BRIDESVILLE,BC,1130975,,,49.05,-119.17,1187,,,1957,1994,1957,1994
CARMI,BC,1131410,,,49.5,-119.08,1244.8,,,1924,1969,1924,1969
CHRISTIAN VALLEY,BC,1131615,,,49.65,-118.75,804.7,,,1972,1985,1972,1985
GRAND FORKS,BC,1133270,,,49.03,-118.47,531.9,,,1941,2008,1941,2007
GRAND FORKS A,BC,1133271,,,49.03,-118.45,530.4,,,1936,1940,1936,1940
GRAND FORKS HARDY MTN,BC,1133273,,,49.04,-118.49,623,,,2012,2015,,
GRAND FORKS PHOENIX,BC,1133274,,,49.1,-118.58,1414.3,,,1970,1977,1970,1977
GRAND FORKS RAYFIELD,BC,1133275,,,49.02,-118.47,523,,,1909,1990,1909,1990
GREENWOOD,BC,1133300,,,49.1,-118.68,762.8,,,1911,1990,1911,1990
KETTLE VALLEY BCFS,BC,1134130,,,49.07,-118.93,594.7,,,1972,1980,1972,1980
LYNCH CREEK,BC,1134735,,,49.25,-118.43,548.6,,,1924,1948,1924,1948
MIDWAY,BC,1135126,,,49,-118.77,571,,,1987,2019,1987,2007
ROCK CREEK,BC,1136812,,,49.07,-119.02,609.6,,,1912,1947,1912,1947
ROCK CREEK MT BALDY,BC,1136813,,,49.12,-119.16,1174,,,1988,2000,1988,2000
ROCK CREEK WEST,BC,1136815,,,49.05,-119.07,975.4,,,1963,1966,1963,1967
ARGENTA,BC,1140448,,,50.17,-116.93,548.6,,,1957,1974,1957,1974
BILLINGS,BC,1140876,,,49.02,-118.23,519,,,1984,2019,1984,2007
BIRCHBANK,BC,1140877,,,49.17,-117.72,469.4,,,1924,1945,1924,1945
BONNINGTON FALLS,BC,1140903,,,49.45,-117.48,457.2,,,1924,1939,1924,1939
BOSWELL,BC,1140905,,,49.48,-116.75,573,,,1911,1940,1911,1940
CASTLEGAR,BC,1141450,,,49.33,-117.67,434.3,,,1916,1963,1916,1963
CASTLEGAR A,BC,1141455,,YCG,49.3,-117.63,495.6,1954,2013,1965,2019,1966,2007
CASTLEGAR A,BC,1141456,,YCG,49.3,-117.63,495.6,2013,2019,,,,
CASTLEGAR BCHPA DAM,BC,1141457,,,49.34,-117.77,435,,,1969,2019,1969,2007
CASTLEGAR A,BC,1141460,,YCG,49.3,-117.63,495.6,2014,2019,2018,2019,,
CASTLEGAR ROBSON PUMPHOUSE,BC,1141463,,,49.34,-117.73,435,,,1998,2003,1998,2003
COLUMBIA GARDENS,BC,1141800,,,49.05,-117.6,432.8,,,1937,1970,1937,1970
COLUMBIA GARDENS NORTH,BC,1141803,,,49.07,-117.6,487.7,,,1970,1976,1970,1976
CRAWFORD BAY,BC,1142112,,,49.68,-116.83,594.4,,,1907,1969,1907,1969
CRESCENT VALLEY,BC,1142130,,,49.45,-117.57,609.6,,,1939,1965,1939,1965
CRESTON,BC,1142160,,,49.1,-116.52,610.4,,,1912,2017,1912,2007
CRESTON SOUTHEAST,BC,1142161,,,49.07,-116.48,715,,,1990,1994,1990,1994
CRESTON WPCC,BC,1142164,,,49.1,-116.53,538,,,1980,2006,1980,2006
DEER PARK,BC,1142400,,,49.42,-118.05,485,,,1924,1995,1924,1995
DUNCAN LAKE DAM,BC,1142574,,,50.24,-116.97,548.6,,,1963,2019,1963,2007
EDGEWOOD,BC,1142640,,,49.83,-118.13,427.9,,,1951,1958,1951,1958
FAUQUIER,BC,1142820,,WFS,49.87,-118.07,490,,,1913,2017,1913,2007
FAUQUIER 2,BC,1142826,,,49.87,-118.07,470,,,1990,1992,1990,1992
FERGUSON,BC,1142845,,,50.67,-117.48,,,,1908,1922,1908,1922
GENELLE,BC,1143085,,,49.22,-117.68,472.4,,,1962,1962,1962,1962
GERRARD,BC,1143120,,,50.5,-117.3,715.7,,,1935,1946,1935,1946
HARROP,BC,1143338,,,49.6,-117.05,538,,,1959,1961,1959,1961
HOWSER,BC,1143617,,,50.3,-117,571.2,,,1912,1927,1912,1927
KASLO,BC,1143900,,,49.91,-116.92,600,,,1894,2018,1894,2007
KINGSGATE,BC,1144230,,,49,-116.18,819.9,,,1924,1962,1924,1962
KOOTENAY BAY,BC,1144388,,,49.67,-116.87,548.6,,,1974,1981,1974,1980
KOOTENAY PASS,BC,1144413,,,49.07,-117.03,1773.9,,,1974,1989,1974,1989
LARDEAU,BC,1144580,,,50.2,-116.97,550.2,,,1961,1980,1961,1980
LARDEAU CREEK GALENA LODGE,BC,1144582,,,50.66,-117.39,1097,,,1989,2008,1989,2006
LISTER,BC,1144635,,,49.03,-116.46,660,,,1956,2017,1956,2007
NAKUSP CS,BC,1145297,71216,WNP,50.27,-117.82,512.1,1994,2019,1991,2019,1991,2006
NAKUSP,BC,1145300,,,50.25,-117.8,457.2,,,1912,1995,1912,1995
NAKUSP GLENBANK,BC,1145303,,,50.27,-117.78,585,,,1985,1991,1985,1991
NEEDLES WHATSHAN BCHPA,BC,1145419,,,49.9,-118.08,463.3,,,1971,1972,1971,1972
NEEDLES WHATSHAN PH,BC,1145420,,,49.92,-118.07,433.1,,,1955,1969,1955,1969
NELSON,BC,1145430,,,49.48,-117.35,539.5,,,1904,1955,1904,1955
NELSON CITY HALL,BC,1145433,,,49.48,-117.35,551.7,,,1956,1956,1956,1956
NELSON NE,BC,1145442,,,49.59,-117.21,570,,,1983,2019,1983,2007
NELSON NOTRE DAME U,BC,1145443,,,49.5,-117.27,627.9,,,1965,1966,1965,1966
NELSON 3,BC,1145444,,,49.52,-117.28,552,,,1989,1989,1989,1989
NELSON 2,BC,1145445,,,49.5,-117.28,603.5,,,1955,1982,1955,1982
NELSON VOCATIONAL SCHOOL,BC,1145446,,,49.48,-117.3,678.5,,,1972,1978,1972,1978
NEW DENVER,BC,1145460,,,50,-117.37,568,,,1924,2019,1924,2007
OLD GLORY MOUNTAIN,BC,1145730,,,49.15,-117.92,2347,1953,1967,1944,1967,1945,1967
NELSON CS,BC,1145M29,71776,WNM,49.49,-117.31,534.9,1994,2019,1992,2019,1992,2006
PATERSON,BC,1146000,,,49,-117.82,673,,,1954,1963,1954,1963
PERRY SIDING,BC,1146168,,,49.67,-117.48,518.2,,,1913,1939,1913,1939
ROBSON,BC,1146810,,,49.33,-117.7,442,,,1946,1980,1946,1980
ROSSLAND CITY YARD,BC,1146870,,,49.08,-117.8,1039,,,1900,2000,1900,2000
ROSSLAND MACLEAN,BC,1146874,,,49.08,-117.8,1085.1,,,1963,1990,1963,1990
SALMO BCFS,BC,1146944,,,49.18,-117.3,684.9,,,1972,1980,1972,1980
SANDON,BC,1147020,,,49.97,-117.22,1082,,,1941,1964,1941,1964
SHELTER BAY,BC,1147250,,,50.62,-117.93,457.2,,,1973,1973,1973,1973
SIRDAR,BC,1147400,,,49.25,-116.62,566,,,1958,1958,1958,1958
SOUTH SLOCAN,BC,1147620,,,49.46,-117.52,457.2,,,1940,2008,1940,2007
SOUTH SLOCAN 2,BC,1147622,,,49.47,-117.52,518.2,,,1973,1974,1973,1974
TARRYS,BC,1147995,,,49.37,-117.57,470,,,1924,1943,1924,1943
TRAIL SUNNINGDALE,BC,1148212,,,49.13,-117.73,432.8,,,1959,1970,1959,1970
TROUT LAKE,BC,1148262,,,50.33,-117.5,717.8,,,1973,1976,1973,1976
WANETA,BC,1148670,,,49.02,-117.58,557.8,,,1913,1977,1913,1977
WARFIELD,BC,1148700,,,49.1,-117.75,605.6,,,1928,2002,1928,2002
WARFIELD RCS,BC,1148705,71401,XWF,49.11,-117.74,566.9,2001,2019,2001,2019,2002,2007
WEST CRESTON,BC,1148790,,,49.08,-116.58,548.6,,,1949,1962,1949,1962
WILMER,BC,1148957,,,50.57,-116.23,1005.8,,,1909,1926,1909,1926
WYNNDEL,BC,1149000,,,49.17,-116.58,597.4,,,1949,1969,1949,1969
WYNNDEL NORTH,BC,1149001,,,49.2,-116.58,579.1,,,1968,1977,1968,1977
CRESTON CAMPBELL SCIENTIFIC,BC,114B1F0,71770,WJR,49.08,-116.5,640.7,1994,2019,1993,2019,1993,2006
NELSON RIXEN CREEK,BC,114EMDM,,,49.51,-117.4,760,,,1990,2019,1990,2007
PASSMORE,BC,114Q3C9,,,49.54,-117.65,503,,,1987,2004,1987,2004
YMIR,BC,114R006,,,49.27,-117.2,731.5,,,1971,1974,1971,1974
YAHK,BC,114R00A,,,49.08,-116.1,862.6,,,1974,1978,1974,1978
ABERFELDIE,BC,1150060,,,49.5,-115.37,804.7,,,1950,1982,1950,1982
BAYNES LAKE KOOTENAY RIVER,BC,1150690,,,49.23,-115.22,800,,,1986,2017,1986,2007
CANAL FLATS RANGER STN,BC,1151288,,,50.15,-115.82,816.9,,,1962,1982,1962,1982
CANAL FLATS,BC,1151290,,,50.15,-115.82,808.6,,,1924,1948,1924,1948
CORBIN,BC,1151915,,,49.52,-114.65,1572.2,,,1977,1993,1977,1993
CRANBROOK,BC,1152090,,,49.5,-115.78,918.7,,,1901,1939,1901,1939
CRANBROOK A,BC,1152100,,,49.53,-115.77,918.4,,,1938,1968,1938,1968
CRANBROOK A - HWOS CLIMATE,BC,1152101,,,49.61,-115.78,918,,,2012,2014,,
CRANBROOK A,BC,1152102,71880,YXC,49.61,-115.78,940,1968,2012,1968,2012,1968,2012
CRANBROOK MAYOOK,BC,1152103,,,49.45,-115.52,854,,,1974,1986,1974,1986
CRANBROOK MT BAKER,BC,1152104,,,49.5,-115.73,1005.8,,,1972,1977,1972,1977
CRANBROOK A,BC,1152105,71880,YXC,49.61,-115.78,940,2012,2019,2012,2019,,
CRANBROOK AIRPORT AUTO,BC,1152106,71660,VXC,49.62,-115.79,926.69,2013,2019,2013,2019,,
CRANBROOK SE,BC,1152109,,,49.48,-115.75,1082,,,1984,2002,1984,2002
ELKFORD,BC,1152653,,,50.02,-114.92,1370,,,1972,1993,1972,1993
ELKO,BC,1152670,,,49.3,-115.12,931,,,1923,1995,1923,1995
FERNIE,BC,1152850,,,49.49,-115.07,1001,,,1913,2019,1913,2007
FERNIE SNOW VALLEY,BC,1152851,,,49.47,-115.1,1371.6,,,1975,1975,1975,1975
FERNIE 2,BC,1152852,,,49.5,-115.07,1009.8,,,1924,1935,1924,1935
FORDING RIVER CLODE CRK,BC,1152898,,,50.2,-114.82,2100,,,1976,1987,1976,1987
FORDING RIVER COMINCO,BC,1152899,,,50.15,-114.86,1585,,,1970,2017,1970,2007
CRANBROOK CITY,BC,1152J02,,,49.51,-115.76,926,,,1979,2003,1979,2003
FORT STEELE,BC,1153033,,,49.63,-115.62,915,,,1966,1968,1966,1968
FT STEELE DANDY CRK,BC,1153034,,,49.52,-115.46,856,,,1968,2019,1968,2007
GRASMERE,BC,1153282,,,49.08,-115.07,868.7,,,1962,1993,1962,1993
HANSON LAKE,BC,1153335,,,49.78,-115.73,774.2,,,1976,1979,1976,1979
INVERMERE,BC,1153655,,,50.5,-116.03,810,,,1912,1993,1913,1993
INVERMERE 2,BC,1153656,,,50.47,-116.05,807.7,,,1912,1930,1912,1930
KIMBERLEY,BC,1154195,,,49.68,-115.98,1176.5,,,1960,1974,1960,1974
KIMBERLEY A,BC,1154200,,,49.73,-115.78,914.4,1953,1969,1943,1976,1943,1976
KIMBERLEY CHAPMAN CAMP,BC,1154201,,,49.68,-115.98,1097.3,,,1974,1976,1974,1976
KIMBERLEY COMINCO,BC,1154202,,,49.67,-115.96,1100,,,1992,2002,1992,2002
KIMBERLEY PCC,BC,1154203,,,49.63,-115.96,889,,,1975,2019,1975,2007
KOOTENAY NAT PARK ADMIN,BC,1154395,,,50.62,-116.07,1001.6,,,1965,1968,1965,1968
KOOTENAY NP KTNY CRSG,BC,1154400,,,50.88,-116.05,1170.4,,,1965,2002,1965,2002
KTNY NP MARBLE CANYON,BC,1154402,,,51.18,-116.12,1484.4,,,1965,1968,1965,1968
KOOTENAY NAT PARK RADIUM,BC,1154405,,,50.65,-116.02,1088.1,,,1925,1968,1925,1968
KOOTENAY NP WEST GATE,BC,1154410,,,50.63,-116.06,935,,,1968,2019,1968,2007
MARYSVILLE,BC,1154909,,,49.64,-115.96,960,,,1972,2009,1972,2007
MOYIE,BC,1155236,,,49.28,-115.83,944.9,,,1972,1978,1972,1978
NATAL,BC,1155401,,,49.7,-114.92,1143,,,1965,1968,1965,1968
NATAL HARMER RIDGE,BC,1155402,,,49.77,-114.83,1889.8,,,1971,1991,1971,1991
NATAL KAISER RESOURCES,BC,1155403,,,49.75,-114.88,1127.8,,,1969,1980,1969,1980
NEWGATE,BC,1155490,,,49.02,-115.15,708.7,,,1914,1960,1914,1960
SINCLAIR PASS,BC,1157380,,,50.67,-115.97,1170.4,,,1935,1955,1935,1955
SPARWOOD,BC,1157630,,,49.75,-114.88,1137.7,1980,2014,1980,2019,1980,2007
SPARWOOD CS,BC,1157631,71782,WGW,49.75,-114.88,1136.7,1994,2019,1992,2019,1993,2006
SPARWOOD A,BC,1157632,,WSW,49.75,-114.88,1137.7,2014,2019,,,,
SPARWOOD A,BC,1157635,,WSW,49.83,-114.88,1158.2,2014,2019,2018,2019,,
TOBACCO PLAINS,BC,1158200,,,49.02,-115.08,701,,,1896,1911,1896,1911
WARDNER KTNY HATCHERY,BC,1158692,,,49.47,-115.46,760,,,1971,2017,1971,2007
WASA,BC,1158730,,,49.81,-115.63,970,,,1924,2017,1924,2007
WHITESWAN LAKE,BC,1158917,,,50.17,-115.42,1138.4,,,1959,1961,1959,1961
WYCLIFFE,BC,1158990,,,49.58,-115.88,914.4,,,1958,1967,1958,1967
KIMBERLEY MEADOWBROOK,BC,115D202,,,49.7,-115.9,1064,,,1984,1986,1984,1986
WINDERMERE,BC,115H9NP,,,50.47,-115.98,802,,,1987,1989,1987,1989
WINDERMERE 2,BC,115HR57,,,50.47,-115.95,884,,,1991,1992,1991,1992
ADAMS LAKE SKWAAM BAY,BC,1160075,,,51.08,-119.8,457.2,,,1972,1975,1972,1975
ARMSTRONG,BC,1160450,,,50.45,-119.18,359,,,1912,1992,1912,1992
ARMSTRONG HULLCAR,BC,1160483,,,50.5,-119.22,505,,,1971,1998,1971,1998
ARMSTRONG NORTH,BC,1160485,,,50.47,-119.13,373,,,1972,1993,1972,1993
ASHCROFT,BC,1160510,,,50.72,-121.28,304.8,,,1912,1970,1912,1969
ASHCROFT,BC,1160511,,,50.73,-121.27,331,,,1973,1989,1973,1989
ASHCROFT,BC,1160515,71681,VAS,50.71,-121.28,327,2010,2019,2010,2019,,
ASHCROFT NORTH,BC,1160520,,,50.73,-121.27,320,,,1980,1986,1980,1986
ASHCROFT M,BC,1160540,,,50.72,-121.33,487.7,,,1944,1972,1944,1972
